1/20/2021 3:11:15 PM---Messages--:****************************: ################NEW CONNECTION###############***********************
1/20/2021 3:11:15 PM---Messages--:Connected With   : Database :- TVI_PilotCompany
1/20/2021 3:12:12 PM---Messages--:-#####--Claim ID:- 44723: -------#####--Success Factor ID:- 1645--------
1/20/2021 3:12:35 PM---Messages--:-#####--Claim ID:- 45684: -------#####--Success Factor ID:- AGIL059--------
1/20/2021 3:12:35 PM---Messages--:-#####--Claim ID:- 45682: -------#####--Success Factor ID:- AGIL059--------
1/20/2021 3:12:35 PM---Messages--:-#####--Claim ID:- 45519: -------#####--Success Factor ID:- 1409--------
1/20/2021 3:12:35 PM---Messages--:-#####--Claim ID:- 44189: -------#####--Success Factor ID:- 1258--------
1/20/2021 3:12:35 PM---Messages--:-#####--Claim ID:- 44188: -------#####--Success Factor ID:- 1258--------
1/20/2021 3:12:35 PM---Messages--:-#####--Claim ID:- 45764: -------#####--Success Factor ID:- 1664--------
1/20/2021 3:12:35 PM---Messages--:-#####--Claim ID:- 42516: -------#####--Success Factor ID:- TF05--------
1/20/2021 3:12:35 PM---Messages--:-#####--Claim ID:- 44884: -------#####--Success Factor ID:- TF05--------
1/20/2021 3:12:35 PM---Messages--:-#####--Claim ID:- 45242: -------#####--Success Factor ID:- TF33--------
1/20/2021 3:12:35 PM---Messages--:-#####--Claim ID:- 45238: -------#####--Success Factor ID:- TF33--------
1/20/2021 3:12:36 PM---Messages--:-#####--Claim ID:- 45054: -------#####--Success Factor ID:- DT059--------
1/20/2021 3:12:36 PM---Messages--:-#####--Claim ID:- 45048: -------#####--Success Factor ID:- DT059--------
1/20/2021 3:12:36 PM---Messages--:-#####--Claim ID:- 45050: -------#####--Success Factor ID:- DT059--------
1/20/2021 3:12:36 PM---Messages--:-#####--Claim ID:- 44008: -------#####--Success Factor ID:- DT059--------
1/20/2021 3:12:36 PM---Messages--:-#####--Claim ID:- 45042: -------#####--Success Factor ID:- TF07--------
1/20/2021 3:12:36 PM---Messages--:-#####--Claim ID:- 45040: -------#####--Success Factor ID:- TF07--------
1/20/2021 3:12:36 PM---Messages--:-#####--Claim ID:- 45751: -------#####--Success Factor ID:- 1625--------
1/20/2021 3:12:36 PM---Messages--:-#####--Claim ID:- 45752: -------#####--Success Factor ID:- 1625--------
1/20/2021 3:12:37 PM---Messages--:-#####--Claim ID:- 45639: -------#####--Success Factor ID:- 1811--------
1/20/2021 3:12:37 PM---Messages--:-#####--Claim ID:- 45137: -------#####--Success Factor ID:- 1761--------
1/20/2021 3:12:37 PM---Messages--:-#####--Claim ID:- 45135: -------#####--Success Factor ID:- 1761--------
1/20/2021 3:12:37 PM---Messages--:-#####--Claim ID:- 45820: -------#####--Success Factor ID:- DT150--------
1/20/2021 3:12:37 PM---Messages--:-#####--Claim ID:- 45816: -------#####--Success Factor ID:- DT150--------
1/20/2021 3:12:37 PM---Messages--:-#####--Claim ID:- 45818: -------#####--Success Factor ID:- DT150--------
1/20/2021 3:12:37 PM---Messages--:-#####--Claim ID:- 45692: -------#####--Success Factor ID:- 1511--------
1/20/2021 3:12:37 PM---Messages--:-#####--Claim ID:- 45690: -------#####--Success Factor ID:- 1511--------
1/20/2021 3:12:37 PM---Messages--:-#####--Claim ID:- 45806: -------#####--Success Factor ID:- DT146--------
1/20/2021 3:12:38 PM---Messages--:-#####--Claim ID:- 45046: -------#####--Success Factor ID:- 1701--------
1/20/2021 3:12:38 PM---Messages--:-#####--Claim ID:- 45780: -------#####--Success Factor ID:- 1673--------
1/20/2021 3:12:38 PM---Messages--:-#####--Claim ID:- 45058: -------#####--Success Factor ID:- 1704--------
1/20/2021 3:12:38 PM---Messages--:-#####--Claim ID:- 45851: -------#####--Success Factor ID:- 1375--------
1/20/2021 3:12:38 PM---Messages--:-#####--Claim ID:- 45317: -------#####--Success Factor ID:- 1569--------
1/20/2021 3:12:38 PM---Messages--:-#####--Claim ID:- 44511: -------#####--Success Factor ID:- 1572--------
1/20/2021 3:12:38 PM---Messages--:-#####--Claim ID:- 44512: -------#####--Success Factor ID:- 1572--------
1/20/2021 3:12:39 PM---Messages--:-#####--Claim ID:- 45529: -------#####--Success Factor ID:- 1830--------
1/20/2021 3:12:39 PM---Messages--:-#####--Claim ID:- 45245: -------#####--Success Factor ID:- 1742--------
1/20/2021 3:12:39 PM---Messages--:-#####--Claim ID:- 45607: -------#####--Success Factor ID:- 1500--------
1/20/2021 3:12:39 PM---Messages--:-#####--Claim ID:- 42406: -------#####--Success Factor ID:- 167--------
1/20/2021 3:12:39 PM---Messages--:-#####--Claim ID:- 45726: -------#####--Success Factor ID:- 1318--------
1/20/2021 3:12:39 PM---Messages--:-#####--Claim ID:- 45841: -------#####--Success Factor ID:- 769--------
1/20/2021 3:12:39 PM---Messages--:-#####--Claim ID:- 45794: -------#####--Success Factor ID:- 1415--------
1/20/2021 3:12:40 PM---Messages--:-#####--Claim ID:- 45812: -------#####--Success Factor ID:- 374--------
1/20/2021 3:12:40 PM---Messages--:-#####--Claim ID:- 45766: -------#####--Success Factor ID:- 1834--------
1/20/2021 3:12:40 PM---Messages--:-#####--Claim ID:- 45665: -------#####--Success Factor ID:- 1831--------
1/20/2021 3:12:40 PM---Messages--:-#####--Claim ID:- 45804: -------#####--Success Factor ID:- 1531--------
1/20/2021 3:12:40 PM---Messages--:-#####--Claim ID:- 45267: -------#####--Success Factor ID:- 1531--------
1/20/2021 3:12:40 PM---Messages--:-#####--Claim ID:- 44919: -------#####--Success Factor ID:- 1840--------
1/20/2021 3:12:40 PM---Messages--:-#####--Claim ID:- 45611: -------#####--Success Factor ID:- AGIL072--------
1/20/2021 3:12:41 PM---Messages--:-#####--Claim ID:- 45890: -------#####--Success Factor ID:- DT177--------
1/20/2021 3:12:41 PM---Messages--:-#####--Claim ID:- 45551: -------#####--Success Factor ID:- DT120--------
1/20/2021 3:12:41 PM---Messages--:-#####--Claim ID:- 45553: -------#####--Success Factor ID:- DT120--------
1/20/2021 3:12:41 PM---Messages--:-#####--Claim ID:- 44165: -------#####--Success Factor ID:- DT099--------
1/20/2021 3:12:41 PM---Messages--:Adding Success Factor: -------
1/20/2021 3:12:49 PM---Messages--:Success Factor is added successfully: -------------------
