12/24/2020 6:57:05 PM---Messages--:****************************: ################NEW CONNECTION###############***********************
12/24/2020 6:57:05 PM---Messages--:Connected With   : Database :- TVI_PilotCompany
12/24/2020 6:57:38 PM---Messages--:-#####--Claim ID:- 43304: -------#####--Success Factor ID:- AGIL072--------
12/24/2020 6:57:38 PM---Messages--:-#####--Claim ID:- 43512: -------#####--Success Factor ID:- AGIL072--------
12/24/2020 6:57:38 PM---Messages--:-#####--Claim ID:- 43509: -------#####--Success Factor ID:- AGIL072--------
12/24/2020 6:57:38 PM---Messages--:-#####--Claim ID:- 43752: -------#####--Success Factor ID:- DT150--------
12/24/2020 6:57:38 PM---Messages--:-#####--Claim ID:- 43744: -------#####--Success Factor ID:- DT150--------
12/24/2020 6:57:38 PM---Messages--:-#####--Claim ID:- 43748: -------#####--Success Factor ID:- DT150--------
12/24/2020 6:57:38 PM---Messages--:-#####--Claim ID:- 43731: -------#####--Success Factor ID:- SRMT328--------
12/24/2020 6:57:38 PM---Messages--:-#####--Claim ID:- 43703: -------#####--Success Factor ID:- DT125--------
12/24/2020 6:57:38 PM---Messages--:-#####--Claim ID:- 43701: -------#####--Success Factor ID:- DT125--------
12/24/2020 6:57:38 PM---Messages--:-#####--Claim ID:- 43699: -------#####--Success Factor ID:- DT125--------
12/24/2020 6:57:38 PM---Messages--:-#####--Claim ID:- 43581: -------#####--Success Factor ID:- 1272--------
12/24/2020 6:57:38 PM---Messages--:-#####--Claim ID:- 43583: -------#####--Success Factor ID:- 1272--------
12/24/2020 6:57:38 PM---Messages--:-#####--Claim ID:- 43575: -------#####--Success Factor ID:- 498--------
12/24/2020 6:57:38 PM---Messages--:-#####--Claim ID:- 43573: -------#####--Success Factor ID:- 498--------
12/24/2020 6:57:38 PM---Messages--:-#####--Claim ID:- 43359: -------#####--Success Factor ID:- 1227--------
12/24/2020 6:57:39 PM---Messages--:-#####--Claim ID:- 43053: -------#####--Success Factor ID:- 1655--------
12/24/2020 6:57:39 PM---Messages--:-#####--Claim ID:- 43049: -------#####--Success Factor ID:- 1655--------
12/24/2020 6:57:39 PM---Messages--:-#####--Claim ID:- 43051: -------#####--Success Factor ID:- 1655--------
12/24/2020 6:57:39 PM---Messages--:-#####--Claim ID:- 43551: -------#####--Success Factor ID:- 1778--------
12/24/2020 6:57:39 PM---Messages--:-#####--Claim ID:- 43556: -------#####--Success Factor ID:- 1778--------
12/24/2020 6:57:39 PM---Messages--:-#####--Claim ID:- 43557: -------#####--Success Factor ID:- 1778--------
12/24/2020 6:57:39 PM---Messages--:-#####--Claim ID:- 43558: -------#####--Success Factor ID:- 1778--------
12/24/2020 6:57:39 PM---Messages--:-#####--Claim ID:- 43559: -------#####--Success Factor ID:- 1778--------
12/24/2020 6:57:39 PM---Messages--:-#####--Claim ID:- 43567: -------#####--Success Factor ID:- 1778--------
12/24/2020 6:57:39 PM---Messages--:-#####--Claim ID:- 43566: -------#####--Success Factor ID:- 1778--------
12/24/2020 6:57:39 PM---Messages--:-#####--Claim ID:- 43565: -------#####--Success Factor ID:- 1778--------
12/24/2020 6:57:39 PM---Messages--:-#####--Claim ID:- 43564: -------#####--Success Factor ID:- 1778--------
12/24/2020 6:57:39 PM---Messages--:-#####--Claim ID:- 43547: -------#####--Success Factor ID:- 1046--------
12/24/2020 6:57:39 PM---Messages--:-#####--Claim ID:- 43548: -------#####--Success Factor ID:- 1046--------
12/24/2020 6:57:39 PM---Messages--:-#####--Claim ID:- 43542: -------#####--Success Factor ID:- 1046--------
12/24/2020 6:57:39 PM---Messages--:-#####--Claim ID:- 43489: -------#####--Success Factor ID:- 1046--------
12/24/2020 6:57:39 PM---Messages--:-#####--Claim ID:- 43371: -------#####--Success Factor ID:- 1827--------
12/24/2020 6:57:39 PM---Messages--:-#####--Claim ID:- 43495: -------#####--Success Factor ID:- 1153--------
