10/17/2022 4:50:35 PM---Messages--:****************************: ################NEW CONNECTION###############***********************
10/17/2022 4:50:35 PM---Messages--:Connected With   : Database :- TVI_PilotCompany
10/17/2022 4:51:39 PM---Messages--:-#####--Claim ID:- 80878: -------#####--Success Factor ID:- 1895--------
10/17/2022 4:51:39 PM---Messages--:-#####--Claim ID:- 82161: -------#####--Success Factor ID:- 2039--------
10/17/2022 4:51:40 PM---Messages--:-#####--Claim ID:- 84102: -------#####--Success Factor ID:- 2039--------
10/17/2022 4:51:40 PM---Messages--:-#####--Claim ID:- 81714: -------#####--Success Factor ID:- 1878--------
10/17/2022 4:51:40 PM---Messages--:-#####--Claim ID:- 80219: -------#####--Success Factor ID:- 1878--------
10/17/2022 4:51:40 PM---Messages--:-#####--Claim ID:- 82989: -------#####--Success Factor ID:- 1878--------
10/17/2022 4:51:40 PM---Messages--:-#####--Claim ID:- 83727: -------#####--Success Factor ID:- 1543--------
10/17/2022 4:51:40 PM---Messages--:-#####--Claim ID:- 78743: -------#####--Success Factor ID:- 1509--------
10/17/2022 4:51:40 PM---Messages--:-#####--Claim ID:- 81863: -------#####--Success Factor ID:- 1509--------
10/17/2022 4:51:40 PM---Messages--:-#####--Claim ID:- 79046: -------#####--Success Factor ID:- 1285--------
10/17/2022 4:51:40 PM---Messages--:-#####--Claim ID:- 79044: -------#####--Success Factor ID:- 1285--------
10/17/2022 4:51:40 PM---Messages--:-#####--Claim ID:- 79045: -------#####--Success Factor ID:- 1285--------
10/17/2022 4:51:40 PM---Messages--:-#####--Claim ID:- 83810: -------#####--Success Factor ID:- 1733--------
10/17/2022 4:51:40 PM---Messages--:-#####--Claim ID:- 83805: -------#####--Success Factor ID:- 1733--------
10/17/2022 4:51:40 PM---Messages--:-#####--Claim ID:- 83798: -------#####--Success Factor ID:- 1733--------
10/17/2022 4:51:40 PM---Messages--:-#####--Claim ID:- 81518: -------#####--Success Factor ID:- 1995--------
10/17/2022 4:51:40 PM---Messages--:-#####--Claim ID:- 82963: -------#####--Success Factor ID:- 1995--------
10/17/2022 4:51:41 PM---Messages--:-#####--Claim ID:- 82965: -------#####--Success Factor ID:- 1995--------
10/17/2022 4:51:41 PM---Messages--:-#####--Claim ID:- 80427: -------#####--Success Factor ID:- 1995--------
10/17/2022 4:51:41 PM---Messages--:-#####--Claim ID:- 81516: -------#####--Success Factor ID:- 1995--------
10/17/2022 4:51:41 PM---Messages--:-#####--Claim ID:- 81519: -------#####--Success Factor ID:- 1995--------
10/17/2022 4:51:41 PM---Messages--:-#####--Claim ID:- 81517: -------#####--Success Factor ID:- 1995--------
10/17/2022 4:51:41 PM---Messages--:-#####--Claim ID:- 82962: -------#####--Success Factor ID:- 1995--------
10/17/2022 4:51:41 PM---Messages--:-#####--Claim ID:- 82964: -------#####--Success Factor ID:- 1995--------
10/17/2022 4:51:41 PM---Messages--:-#####--Claim ID:- 80426: -------#####--Success Factor ID:- 1995--------
10/17/2022 4:51:41 PM---Messages--:-#####--Claim ID:- 82760: -------#####--Success Factor ID:- 1978--------
10/17/2022 4:51:41 PM---Messages--:-#####--Claim ID:- 82758: -------#####--Success Factor ID:- 1978--------
10/17/2022 4:51:41 PM---Messages--:-#####--Claim ID:- 83127: -------#####--Success Factor ID:- 1944--------
10/17/2022 4:51:41 PM---Messages--:-#####--Claim ID:- 83155: -------#####--Success Factor ID:- 2068--------
10/17/2022 4:51:41 PM---Messages--:-#####--Claim ID:- 83158: -------#####--Success Factor ID:- 2068--------
10/17/2022 4:51:41 PM---Messages--:-#####--Claim ID:- 83156: -------#####--Success Factor ID:- 2068--------
10/17/2022 4:51:41 PM---Messages--:-#####--Claim ID:- 83157: -------#####--Success Factor ID:- 2068--------
10/17/2022 4:51:41 PM---Messages--:-#####--Claim ID:- 83234: -------#####--Success Factor ID:- 2016--------
10/17/2022 4:51:41 PM---Messages--:-#####--Claim ID:- 83232: -------#####--Success Factor ID:- 2016--------
10/17/2022 4:51:41 PM---Messages--:-#####--Claim ID:- 83235: -------#####--Success Factor ID:- 2016--------
10/17/2022 4:51:41 PM---Messages--:-#####--Claim ID:- 83233: -------#####--Success Factor ID:- 2016--------
10/17/2022 4:51:41 PM---Messages--:-#####--Claim ID:- 83236: -------#####--Success Factor ID:- 2016--------
10/17/2022 4:51:42 PM---Messages--:-#####--Claim ID:- 83366: -------#####--Success Factor ID:- 1719--------
10/17/2022 4:51:42 PM---Messages--:-#####--Claim ID:- 83493: -------#####--Success Factor ID:- 1714--------
10/17/2022 4:51:42 PM---Messages--:-#####--Claim ID:- 80541: -------#####--Success Factor ID:- 1714--------
10/17/2022 4:51:42 PM---Messages--:-#####--Claim ID:- 83602: -------#####--Success Factor ID:- 1766--------
10/17/2022 4:51:42 PM---Messages--:-#####--Claim ID:- 83605: -------#####--Success Factor ID:- 1766--------
10/17/2022 4:51:42 PM---Messages--:-#####--Claim ID:- 83686: -------#####--Success Factor ID:- 1634--------
10/17/2022 4:51:42 PM---Messages--:-#####--Claim ID:- 80908: -------#####--Success Factor ID:- 1634--------
10/17/2022 4:51:42 PM---Messages--:-#####--Claim ID:- 83766: -------#####--Success Factor ID:- 1943--------
10/17/2022 4:51:42 PM---Messages--:-#####--Claim ID:- 80539: -------#####--Success Factor ID:- 1943--------
10/17/2022 4:51:42 PM---Messages--:-#####--Claim ID:- 80131: -------#####--Success Factor ID:- 2032--------
10/17/2022 4:51:42 PM---Messages--:-#####--Claim ID:- 81566: -------#####--Success Factor ID:- 2032--------
10/17/2022 4:51:42 PM---Messages--:-#####--Claim ID:- 80415: -------#####--Success Factor ID:- 1942--------
10/17/2022 4:51:42 PM---Messages--:-#####--Claim ID:- 83565: -------#####--Success Factor ID:- 1942--------
10/17/2022 4:51:42 PM---Messages--:-#####--Claim ID:- 80416: -------#####--Success Factor ID:- 1942--------
10/17/2022 4:51:43 PM---Messages--:-#####--Claim ID:- 83566: -------#####--Success Factor ID:- 1942--------
10/17/2022 4:51:43 PM---Messages--:-#####--Claim ID:- 83038: -------#####--Success Factor ID:- 1942--------
10/17/2022 4:51:43 PM---Messages--:-#####--Claim ID:- 83567: -------#####--Success Factor ID:- 1942--------
10/17/2022 4:51:43 PM---Messages--:-#####--Claim ID:- 83568: -------#####--Success Factor ID:- 1942--------
10/17/2022 4:51:43 PM---Messages--:-#####--Claim ID:- 80414: -------#####--Success Factor ID:- 1942--------
10/17/2022 4:51:43 PM---Messages--:-#####--Claim ID:- 80417: -------#####--Success Factor ID:- 1942--------
10/17/2022 4:51:43 PM---Messages--:-#####--Claim ID:- 80450: -------#####--Success Factor ID:- 1938--------
10/17/2022 4:51:43 PM---Messages--:-#####--Claim ID:- 80451: -------#####--Success Factor ID:- 1938--------
10/17/2022 4:51:43 PM---Messages--:-#####--Claim ID:- 80904: -------#####--Success Factor ID:- 2023--------
10/17/2022 4:51:43 PM---Messages--:-#####--Claim ID:- 80905: -------#####--Success Factor ID:- 2023--------
10/17/2022 4:51:43 PM---Messages--:-#####--Claim ID:- 80906: -------#####--Success Factor ID:- 2023--------
10/17/2022 4:51:43 PM---Messages--:-#####--Claim ID:- 80990: -------#####--Success Factor ID:- 1791--------
10/17/2022 4:51:43 PM---Messages--:-#####--Claim ID:- 80970: -------#####--Success Factor ID:- 1791--------
10/17/2022 4:51:43 PM---Messages--:-#####--Claim ID:- 81831: -------#####--Success Factor ID:- 1599--------
10/17/2022 4:51:43 PM---Messages--:-#####--Claim ID:- 83639: -------#####--Success Factor ID:- 1599--------
10/17/2022 4:51:43 PM---Messages--:-#####--Claim ID:- 83437: -------#####--Success Factor ID:- 1431--------
10/17/2022 4:51:43 PM---Messages--:-#####--Claim ID:- 83434: -------#####--Success Factor ID:- 1431--------
10/17/2022 4:51:44 PM---Messages--:-#####--Claim ID:- 83710: -------#####--Success Factor ID:- 1780--------
10/17/2022 4:51:44 PM---Messages--:-#####--Claim ID:- 80896: -------#####--Success Factor ID:- 1780--------
10/17/2022 4:51:44 PM---Messages--:-#####--Claim ID:- 80579: -------#####--Success Factor ID:- 1786--------
10/17/2022 4:51:44 PM---Messages--:-#####--Claim ID:- 81392: -------#####--Success Factor ID:- 1786--------
10/17/2022 4:51:44 PM---Messages--:-#####--Claim ID:- 80812: -------#####--Success Factor ID:- 2044--------
10/17/2022 4:51:44 PM---Messages--:-#####--Claim ID:- 80825: -------#####--Success Factor ID:- 2044--------
10/17/2022 4:51:44 PM---Messages--:-#####--Claim ID:- 82901: -------#####--Success Factor ID:- 2044--------
10/17/2022 4:51:44 PM---Messages--:-#####--Claim ID:- 80245: -------#####--Success Factor ID:- 1773--------
10/17/2022 4:51:44 PM---Messages--:-#####--Claim ID:- 80238: -------#####--Success Factor ID:- 1773--------
10/17/2022 4:51:44 PM---Messages--:-#####--Claim ID:- 80243: -------#####--Success Factor ID:- 1773--------
10/17/2022 4:51:44 PM---Messages--:-#####--Claim ID:- 80246: -------#####--Success Factor ID:- 1773--------
10/17/2022 4:51:44 PM---Messages--:-#####--Claim ID:- 80244: -------#####--Success Factor ID:- 1773--------
10/17/2022 4:51:44 PM---Messages--:-#####--Claim ID:- 82170: -------#####--Success Factor ID:- 1211--------
10/17/2022 4:51:44 PM---Messages--:-#####--Claim ID:- 82877: -------#####--Success Factor ID:- 2076--------
