12/24/2021 1:00:31 PM---Messages--:****************************: ################NEW CONNECTION###############***********************
12/24/2021 1:00:31 PM---Messages--:Connected With   : Database :- TVI_PilotCompany
12/24/2021 1:01:17 PM---Messages--:-#####--Claim ID:- 63178: -------#####--Success Factor ID:- 1227--------
12/24/2021 1:01:17 PM---Messages--:-#####--Claim ID:- 63176: -------#####--Success Factor ID:- 1227--------
12/24/2021 1:01:17 PM---Messages--:-#####--Claim ID:- 62635: -------#####--Success Factor ID:- 415--------
12/24/2021 1:01:17 PM---Messages--:-#####--Claim ID:- 62634: -------#####--Success Factor ID:- 415--------
12/24/2021 1:01:17 PM---Messages--:-#####--Claim ID:- 62636: -------#####--Success Factor ID:- 415--------
12/24/2021 1:01:17 PM---Messages--:-#####--Claim ID:- 62629: -------#####--Success Factor ID:- 415--------
12/24/2021 1:01:17 PM---Messages--:-#####--Claim ID:- 62630: -------#####--Success Factor ID:- 415--------
12/24/2021 1:01:17 PM---Messages--:-#####--Claim ID:- 62626: -------#####--Success Factor ID:- 884--------
12/24/2021 1:01:17 PM---Messages--:-#####--Claim ID:- 62625: -------#####--Success Factor ID:- 884--------
12/24/2021 1:01:17 PM---Messages--:-#####--Claim ID:- 62618: -------#####--Success Factor ID:- 884--------
12/24/2021 1:01:17 PM---Messages--:-#####--Claim ID:- 62622: -------#####--Success Factor ID:- 884--------
12/24/2021 1:01:17 PM---Messages--:-#####--Claim ID:- 63469: -------#####--Success Factor ID:- 466--------
12/24/2021 1:01:17 PM---Messages--:-#####--Claim ID:- 63467: -------#####--Success Factor ID:- 466--------
12/24/2021 1:01:18 PM---Messages--:-#####--Claim ID:- 63355: -------#####--Success Factor ID:- 1502--------
12/24/2021 1:01:18 PM---Messages--:-#####--Claim ID:- 63353: -------#####--Success Factor ID:- 1502--------
12/24/2021 1:01:18 PM---Messages--:-#####--Claim ID:- 63351: -------#####--Success Factor ID:- 1502--------
12/24/2021 1:01:18 PM---Messages--:-#####--Claim ID:- 63325: -------#####--Success Factor ID:- 1655--------
12/24/2021 1:01:18 PM---Messages--:-#####--Claim ID:- 63323: -------#####--Success Factor ID:- 1655--------
12/24/2021 1:01:18 PM---Messages--:-#####--Claim ID:- 63321: -------#####--Success Factor ID:- 1655--------
12/24/2021 1:01:18 PM---Messages--:-#####--Claim ID:- 63196: -------#####--Success Factor ID:- 688--------
12/24/2021 1:01:18 PM---Messages--:-#####--Claim ID:- 62462: -------#####--Success Factor ID:- 1503--------
12/24/2021 1:01:18 PM---Messages--:-#####--Claim ID:- 62466: -------#####--Success Factor ID:- 1503--------
12/24/2021 1:01:18 PM---Messages--:-#####--Claim ID:- 62464: -------#####--Success Factor ID:- 1503--------
12/24/2021 1:01:19 PM---Messages--:-#####--Claim ID:- 62458: -------#####--Success Factor ID:- 1503--------
