6/26/2021 8:00:06 PM---Messages--:****************************: ################NEW CONNECTION###############***********************
6/26/2021 8:00:12 PM---Messages--:Connected With   : Database :- TVI_PilotCompany
6/26/2021 8:01:47 PM---Messages--:-#####--Claim ID:- 53906: -------#####--Success Factor ID:- 884--------
6/26/2021 8:01:47 PM---Messages--:-#####--Claim ID:- 53904: -------#####--Success Factor ID:- 884--------
6/26/2021 8:01:47 PM---Messages--:-#####--Claim ID:- 54573: -------#####--Success Factor ID:- 1832--------
6/26/2021 8:01:47 PM---Messages--:-#####--Claim ID:- 54548: -------#####--Success Factor ID:- 460--------
6/26/2021 8:01:47 PM---Messages--:-#####--Claim ID:- 54550: -------#####--Success Factor ID:- 460--------
6/26/2021 8:01:47 PM---Messages--:-#####--Claim ID:- 54411: -------#####--Success Factor ID:- 1827--------
6/26/2021 8:01:47 PM---Messages--:-#####--Claim ID:- 54398: -------#####--Success Factor ID:- 1588--------
6/26/2021 8:01:47 PM---Messages--:-#####--Claim ID:- 54392: -------#####--Success Factor ID:- 1588--------
6/26/2021 8:01:47 PM---Messages--:-#####--Claim ID:- 54394: -------#####--Success Factor ID:- 1588--------
6/26/2021 8:01:47 PM---Messages--:-#####--Claim ID:- 54396: -------#####--Success Factor ID:- 1588--------
6/26/2021 8:01:47 PM---Messages--:-#####--Claim ID:- 54366: -------#####--Success Factor ID:- 1453--------
6/26/2021 8:01:47 PM---Messages--:-#####--Claim ID:- 54356: -------#####--Success Factor ID:- 1895--------
6/26/2021 8:01:47 PM---Messages--:-#####--Claim ID:- 54355: -------#####--Success Factor ID:- 1895--------
6/26/2021 8:01:47 PM---Messages--:-#####--Claim ID:- 54345: -------#####--Success Factor ID:- 1895--------
6/26/2021 8:01:47 PM---Messages--:-#####--Claim ID:- 54346: -------#####--Success Factor ID:- 1895--------
6/26/2021 8:01:47 PM---Messages--:-#####--Claim ID:- 54347: -------#####--Success Factor ID:- 1895--------
6/26/2021 8:01:47 PM---Messages--:-#####--Claim ID:- 54348: -------#####--Success Factor ID:- 1895--------
6/26/2021 8:01:47 PM---Messages--:-#####--Claim ID:- 54349: -------#####--Success Factor ID:- 1895--------
6/26/2021 8:01:47 PM---Messages--:-#####--Claim ID:- 54350: -------#####--Success Factor ID:- 1895--------
6/26/2021 8:01:47 PM---Messages--:-#####--Claim ID:- 54325: -------#####--Success Factor ID:- 1895--------
6/26/2021 8:01:47 PM---Messages--:-#####--Claim ID:- 54326: -------#####--Success Factor ID:- 1895--------
6/26/2021 8:01:47 PM---Messages--:-#####--Claim ID:- 54320: -------#####--Success Factor ID:- 1895--------
6/26/2021 8:01:47 PM---Messages--:-#####--Claim ID:- 54322: -------#####--Success Factor ID:- 1895--------
6/26/2021 8:01:47 PM---Messages--:-#####--Claim ID:- 54321: -------#####--Success Factor ID:- 1895--------
6/26/2021 8:01:47 PM---Messages--:-#####--Claim ID:- 54317: -------#####--Success Factor ID:- 1895--------
6/26/2021 8:01:47 PM---Messages--:-#####--Claim ID:- 54318: -------#####--Success Factor ID:- 1895--------
6/26/2021 8:01:47 PM---Messages--:-#####--Claim ID:- 54319: -------#####--Success Factor ID:- 1895--------
6/26/2021 8:01:47 PM---Messages--:-#####--Claim ID:- 54358: -------#####--Success Factor ID:- 1895--------
6/26/2021 8:01:48 PM---Messages--:-#####--Claim ID:- 54364: -------#####--Success Factor ID:- 1895--------
6/26/2021 8:01:48 PM---Messages--:-#####--Claim ID:- 54352: -------#####--Success Factor ID:- 1714--------
6/26/2021 8:01:48 PM---Messages--:-#####--Claim ID:- 54142: -------#####--Success Factor ID:- 1714--------
6/26/2021 8:01:48 PM---Messages--:-#####--Claim ID:- 54290: -------#####--Success Factor ID:- 1893--------
6/26/2021 8:01:48 PM---Messages--:-#####--Claim ID:- 54288: -------#####--Success Factor ID:- 1893--------
6/26/2021 8:01:48 PM---Messages--:-#####--Claim ID:- 54284: -------#####--Success Factor ID:- 1893--------
6/26/2021 8:01:48 PM---Messages--:-#####--Claim ID:- 54085: -------#####--Success Factor ID:- 1823--------
6/26/2021 8:01:48 PM---Messages--:-#####--Claim ID:- 54083: -------#####--Success Factor ID:- 1823--------
6/26/2021 8:01:48 PM---Messages--:-#####--Claim ID:- 54064: -------#####--Success Factor ID:- 1626--------
6/26/2021 8:01:48 PM---Messages--:-#####--Claim ID:- 54062: -------#####--Success Factor ID:- 1626--------
6/26/2021 8:01:48 PM---Messages--:-#####--Claim ID:- 54060: -------#####--Success Factor ID:- 1810--------
6/26/2021 8:01:48 PM---Messages--:-#####--Claim ID:- 54058: -------#####--Success Factor ID:- 1810--------
6/26/2021 8:01:48 PM---Messages--:-#####--Claim ID:- 54023: -------#####--Success Factor ID:- 1503--------
