4/27/2021 1:59:24 PM---Messages--:****************************: ################NEW CONNECTION###############***********************
4/27/2021 1:59:24 PM---Messages--:Connected With   : Database :- TVI_PilotCompany
4/27/2021 2:02:46 PM---Messages--:-#####--Claim ID:- 50549: -------#####--Success Factor ID:- 1558--------
4/27/2021 2:02:55 PM---Messages--:-#####--Claim ID:- 51844: -------#####--Success Factor ID:- 1823--------
4/27/2021 2:02:55 PM---Messages--:-#####--Claim ID:- 52103: -------#####--Success Factor ID:- 1823--------
4/27/2021 2:02:56 PM---Messages--:-#####--Claim ID:- 51846: -------#####--Success Factor ID:- 1823--------
4/27/2021 2:02:56 PM---Messages--:-#####--Claim ID:- 51848: -------#####--Success Factor ID:- 1823--------
4/27/2021 2:02:57 PM---Messages--:-#####--Claim ID:- 52561: -------#####--Success Factor ID:- 1802--------
4/27/2021 2:02:57 PM---Messages--:-#####--Claim ID:- 50102: -------#####--Success Factor ID:- 1802--------
4/27/2021 2:02:57 PM---Messages--:-#####--Claim ID:- 50399: -------#####--Success Factor ID:- 1802--------
4/27/2021 2:02:57 PM---Messages--:-#####--Claim ID:- 52559: -------#####--Success Factor ID:- 1365--------
4/27/2021 2:02:58 PM---Messages--:-#####--Claim ID:- 51261: -------#####--Success Factor ID:- 1195--------
4/27/2021 2:02:59 PM---Messages--:-#####--Claim ID:- 52524: -------#####--Success Factor ID:- 1859--------
4/27/2021 2:03:00 PM---Messages--:-#####--Claim ID:- 52521: -------#####--Success Factor ID:- 1859--------
4/27/2021 2:03:00 PM---Messages--:-#####--Claim ID:- 51144: -------#####--Success Factor ID:- 1827--------
4/27/2021 2:03:00 PM---Messages--:-#####--Claim ID:- 51152: -------#####--Success Factor ID:- 1827--------
4/27/2021 2:03:00 PM---Messages--:-#####--Claim ID:- 51150: -------#####--Success Factor ID:- 1827--------
4/27/2021 2:03:00 PM---Messages--:-#####--Claim ID:- 51148: -------#####--Success Factor ID:- 1827--------
4/27/2021 2:03:00 PM---Messages--:-#####--Claim ID:- 50084: -------#####--Success Factor ID:- 1827--------
4/27/2021 2:03:00 PM---Messages--:-#####--Claim ID:- 50079: -------#####--Success Factor ID:- 1827--------
4/27/2021 2:03:00 PM---Messages--:-#####--Claim ID:- 50071: -------#####--Success Factor ID:- 1827--------
4/27/2021 2:03:00 PM---Messages--:-#####--Claim ID:- 50082: -------#####--Success Factor ID:- 1827--------
4/27/2021 2:03:01 PM---Messages--:-#####--Claim ID:- 51142: -------#####--Success Factor ID:- 688--------
4/27/2021 2:03:02 PM---Messages--:-#####--Claim ID:- 50974: -------#####--Success Factor ID:- 1705--------
4/27/2021 2:03:03 PM---Messages--:-#####--Claim ID:- 51830: -------#####--Success Factor ID:- 1705--------
4/27/2021 2:03:04 PM---Messages--:-#####--Claim ID:- 50958: -------#####--Success Factor ID:- 1845--------
4/27/2021 2:03:04 PM---Messages--:-#####--Claim ID:- 52097: -------#####--Success Factor ID:- 1845--------
